Date,Year,Month,Day
19840110,1984,January,10
19840111,1984,January,11
19840112,1984,January,12
19840113,1984,January,13
19840116,1984,January,16
19840117,1984,January,17
19840118,1984,January,18
19840119,1984,January,19
19840120,1984,January,20
19840123,1984,January,23
19840124,1984,January,24
19840125,1984,January,25
19840126,1984,January,26
19840127,1984,January,27
19840130,1984,January,30
19840131,1984,January,31
19840201,1984,February,1
19840202,1984,February,2
19840203,1984,February,3
19840206,1984,February,6
19840207,1984,February,7
19840208,1984,February,8
19840209,1984,February,9
19840210,1984,February,10
19840213,1984,February,13
19840214,1984,February,14
19840215,1984,February,15
19840216,1984,February,16
19840217,1984,February,17
19840221,1984,February,21
19840222,1984,February,22
19840223,1984,February,23
19840224,1984,February,24
19840227,1984,February,27
19840228,1984,February,28
19840229,1984,February,29
19840301,1984,March,1
19840302,1984,March,2
19840305,1984,March,5
19840306,1984,March,6
19840307,1984,March,7
19840308,1984,March,8
19840309,1984,March,9
19840312,1984,March,12
19840313,1984,March,13
19840314,1984,March,14
19840315,1984,March,15
19840316,1984,March,16
19840319,1984,March,19
19840320,1984,March,20
19840321,1984,March,21
19840322,1984,March,22
19840323,1984,March,23
19840326,1984,March,26
19840327,1984,March,27
19840328,1984,March,28
19840329,1984,March,29
19840330,1984,March,30
19840402,1984,April,2
19840403,1984,April,3
19840404,1984,April,4
19840405,1984,April,5
19840406,1984,April,6
19840409,1984,April,9
19840410,1984,April,10
19840411,1984,April,11
19840412,1984,April,12
19840413,1984,April,13
19840416,1984,April,16
19840417,1984,April,17
19840418,1984,April,18
19840419,1984,April,19
19840423,1984,April,23
19840424,1984,April,24
19840425,1984,April,25
19840426,1984,April,26
19840427,1984,April,27
19840430,1984,April,30
19840501,1984,May,1
19840502,1984,May,2
19840503,1984,May,3
19840504,1984,May,4
19840507,1984,May,7
19840508,1984,May,8
19840509,1984,May,9
19840510,1984,May,10
19840511,1984,May,11
19840514,1984,May,14
19840515,1984,May,15
19840516,1984,May,16
19840517,1984,May,17
19840518,1984,May,18
19840521,1984,May,21
19840522,1984,May,22
19840523,1984,May,23
19840524,1984,May,24
19840525,1984,May,25
19840529,1984,May,29
19840530,1984,May,30
19840531,1984,May,31
19840601,1984,June,1
19840604,1984,June,4
19840605,1984,June,5
19840606,1984,June,6
19840607,1984,June,7
19840608,1984,June,8
19840611,1984,June,11
19840612,1984,June,12
19840613,1984,June,13
19840614,1984,June,14
19840615,1984,June,15
19840618,1984,June,18
19840619,1984,June,19
19840620,1984,June,20
19840621,1984,June,21
19840622,1984,June,22
19840625,1984,June,25
19840626,1984,June,26
19840627,1984,June,27
19840628,1984,June,28
19840629,1984,June,29
19840702,1984,July,2
19840703,1984,July,3
19840705,1984,July,5
19840706,1984,July,6
19840709,1984,July,9
19840710,1984,July,10
19840711,1984,July,11
19840712,1984,July,12
19840713,1984,July,13
19840716,1984,July,16
19840717,1984,July,17
19840718,1984,July,18
19840719,1984,July,19
19840720,1984,July,20
19840723,1984,July,23
19840724,1984,July,24
19840725,1984,July,25
19840726,1984,July,26
19840727,1984,July,27
19840730,1984,July,30
19840731,1984,July,31
19840801,1984,August,1
19840802,1984,August,2
19840803,1984,August,3
19840806,1984,August,6
19840807,1984,August,7
19840808,1984,August,8
19840809,1984,August,9
19840810,1984,August,10
19840813,1984,August,13
19840814,1984,August,14
19840815,1984,August,15
19840816,1984,August,16
19840817,1984,August,17
19840820,1984,August,20
19840821,1984,August,21
19840822,1984,August,22
19840823,1984,August,23
19840824,1984,August,24
19840827,1984,August,27
19840828,1984,August,28
19840829,1984,August,29
19840830,1984,August,30
19840831,1984,August,31
19840904,1984,September,4
19840905,1984,September,5
19840906,1984,September,6
19840907,1984,September,7
19840910,1984,September,10
19840911,1984,September,11
19840912,1984,September,12
19840913,1984,September,13
19840914,1984,September,14
19840917,1984,September,17
19840918,1984,September,18
19840919,1984,September,19
19840920,1984,September,20
19840921,1984,September,21
19840924,1984,September,24
19840925,1984,September,25
19840926,1984,September,26
19840927,1984,September,27
19840928,1984,September,28
19841001,1984,October,1
19841002,1984,October,2
19841003,1984,October,3
19841004,1984,October,4
19841005,1984,October,5
19841008,1984,October,8
19841009,1984,October,9
19841010,1984,October,10
19841011,1984,October,11
19841012,1984,October,12
19841015,1984,October,15
19841016,1984,October,16
19841017,1984,October,17
19841018,1984,October,18
19841019,1984,October,19
19841022,1984,October,22
19841023,1984,October,23
19841024,1984,October,24
19841025,1984,October,25
19841026,1984,October,26
19841029,1984,October,29
19841030,1984,October,30
19841031,1984,October,31
19841101,1984,November,1
19841102,1984,November,2
19841105,1984,November,5
19841106,1984,November,6
19841107,1984,November,7
19841108,1984,November,8
19841109,1984,November,9
19841112,1984,November,12
19841113,1984,November,13
19841114,1984,November,14
19841115,1984,November,15
19841116,1984,November,16
19841119,1984,November,19
19841120,1984,November,20
19841121,1984,November,21
19841123,1984,November,23
19841126,1984,November,26
19841127,1984,November,27
19841128,1984,November,28
19841129,1984,November,29
19841130,1984,November,30
19841203,1984,December,3
19841204,1984,December,4
19841205,1984,December,5
19841206,1984,December,6
19841207,1984,December,7
19841210,1984,December,10
19841211,1984,December,11
19841212,1984,December,12
19841213,1984,December,13
19841214,1984,December,14
19841217,1984,December,17
19841218,1984,December,18
19841219,1984,December,19
19841220,1984,December,20
19841221,1984,December,21
19841224,1984,December,24
19841226,1984,December,26
19841227,1984,December,27
19841228,1984,December,28
19841231,1984,December,31
19850102,1985,January,2
19850103,1985,January,3
19850104,1985,January,4
19850107,1985,January,7
19850108,1985,January,8
19850109,1985,January,9
19850110,1985,January,10
19850111,1985,January,11
19850114,1985,January,14
19850115,1985,January,15
19850116,1985,January,16
19850117,1985,January,17
19850118,1985,January,18
19850121,1985,January,21
19850122,1985,January,22
19850123,1985,January,23
19850124,1985,January,24
19850125,1985,January,25
19850128,1985,January,28
19850129,1985,January,29
19850130,1985,January,30
19850131,1985,January,31
19850201,1985,February,1
19850204,1985,February,4
19850205,1985,February,5
19850206,1985,February,6
19850207,1985,February,7
19850208,1985,February,8
19850211,1985,February,11
19850212,1985,February,12
19850213,1985,February,13
19850214,1985,February,14
19850215,1985,February,15
19850219,1985,February,19
19850220,1985,February,20
19850221,1985,February,21
19850222,1985,February,22
19850225,1985,February,25
19850226,1985,February,26
19850227,1985,February,27
19850228,1985,February,28
19850301,1985,March,1
19850304,1985,March,4
19850305,1985,March,5
19850306,1985,March,6
19850307,1985,March,7
19850308,1985,March,8
19850311,1985,March,11
19850312,1985,March,12
19850313,1985,March,13
19850314,1985,March,14
19850315,1985,March,15
19850318,1985,March,18
19850319,1985,March,19
19850320,1985,March,20
19850321,1985,March,21
19850322,1985,March,22
19850325,1985,March,25
19850326,1985,March,26
19850327,1985,March,27
19850328,1985,March,28
19850329,1985,March,29
19850401,1985,April,1
19850402,1985,April,2
19850403,1985,April,3
19850404,1985,April,4
19850408,1985,April,8
19850409,1985,April,9
19850410,1985,April,10
19850411,1985,April,11
19850412,1985,April,12
19850415,1985,April,15
19850416,1985,April,16
19850417,1985,April,17
19850418,1985,April,18
19850419,1985,April,19
19850422,1985,April,22
19850423,1985,April,23
19850424,1985,April,24
19850425,1985,April,25
19850426,1985,April,26
19850429,1985,April,29
19850430,1985,April,30
19850501,1985,May,1
19850502,1985,May,2
19850503,1985,May,3
19850506,1985,May,6
19850507,1985,May,7
19850508,1985,May,8
19850509,1985,May,9
19850510,1985,May,10
19850513,1985,May,13
19850514,1985,May,14
19850515,1985,May,15
19850516,1985,May,16
19850517,1985,May,17
19850520,1985,May,20
19850521,1985,May,21
19850522,1985,May,22
19850523,1985,May,23
19850524,1985,May,24
19850528,1985,May,28
19850529,1985,May,29
19850530,1985,May,30
19850531,1985,May,31
19850603,1985,June,3
19850604,1985,June,4
19850605,1985,June,5
19850606,1985,June,6
19850607,1985,June,7
19850610,1985,June,10
19850611,1985,June,11
19850612,1985,June,12
19850613,1985,June,13
19850614,1985,June,14
19850617,1985,June,17
19850618,1985,June,18
19850619,1985,June,19
19850620,1985,June,20
19850621,1985,June,21
19850624,1985,June,24
19850625,1985,June,25
19850626,1985,June,26
19850627,1985,June,27
19850628,1985,June,28
19850701,1985,July,1
19850702,1985,July,2
19850703,1985,July,3
19850705,1985,July,5
19850708,1985,July,8
19850709,1985,July,9
19850710,1985,July,10
19850711,1985,July,11
19850712,1985,July,12
19850715,1985,July,15
19850716,1985,July,16
19850717,1985,July,17
19850718,1985,July,18
19850719,1985,July,19
19850722,1985,July,22
19850723,1985,July,23
19850724,1985,July,24
19850725,1985,July,25
19850726,1985,July,26
19850729,1985,July,29
19850730,1985,July,30
19850731,1985,July,31
19850801,1985,August,1
19850802,1985,August,2
19850805,1985,August,5
19850806,1985,August,6
19850807,1985,August,7
19850808,1985,August,8
19850809,1985,August,9
19850812,1985,August,12
19850813,1985,August,13
19850814,1985,August,14
19850815,1985,August,15
19850816,1985,August,16
19850819,1985,August,19
19850820,1985,August,20
19850821,1985,August,21
19850822,1985,August,22
19850823,1985,August,23
19850826,1985,August,26
19850827,1985,August,27
19850828,1985,August,28
19850829,1985,August,29
19850830,1985,August,30
19850903,1985,September,3
19850904,1985,September,4
19850905,1985,September,5
19850906,1985,September,6
19850909,1985,September,9
19850910,1985,September,10
19850911,1985,September,11
19850912,1985,September,12
19850913,1985,September,13
19850916,1985,September,16
19850917,1985,September,17
19850918,1985,September,18
19850919,1985,September,19
19850920,1985,September,20
19850923,1985,September,23
19850924,1985,September,24
19850925,1985,September,25
19850926,1985,September,26
19850930,1985,September,30
19851001,1985,October,1
19851002,1985,October,2
19851003,1985,October,3
19851004,1985,October,4
19851007,1985,October,7
19851008,1985,October,8
19851009,1985,October,9
19851010,1985,October,10
19851011,1985,October,11
19851014,1985,October,14
19851015,1985,October,15
19851016,1985,October,16
19851017,1985,October,17
19851018,1985,October,18
19851021,1985,October,21
19851022,1985,October,22
19851023,1985,October,23
19851024,1985,October,24
19851025,1985,October,25
19851028,1985,October,28
19851029,1985,October,29
19851030,1985,October,30
19851031,1985,October,31
19851101,1985,November,1
19851104,1985,November,4
19851105,1985,November,5
19851106,1985,November,6
19851107,1985,November,7
19851108,1985,November,8
19851111,1985,November,11
19851112,1985,November,12
19851113,1985,November,13
19851114,1985,November,14
19851115,1985,November,15
19851118,1985,November,18
19851119,1985,November,19
19851120,1985,November,20
19851121,1985,November,21
19851122,1985,November,22
19851125,1985,November,25
19851126,1985,November,26
19851127,1985,November,27
19851129,1985,November,29
19851202,1985,December,2
19851203,1985,December,3
19851204,1985,December,4
19851205,1985,December,5
19851206,1985,December,6
19851209,1985,December,9
19851210,1985,December,10
19851211,1985,December,11
19851212,1985,December,12
19851213,1985,December,13
19851216,1985,December,16
19851217,1985,December,17
19851218,1985,December,18
19851219,1985,December,19
19851220,1985,December,20
19851223,1985,December,23
19851224,1985,December,24
19851226,1985,December,26
19851227,1985,December,27
19851230,1985,December,30
19851231,1985,December,31
19860102,1986,January,2
19860103,1986,January,3
19860106,1986,January,6
19860107,1986,January,7
19860108,1986,January,8
19860109,1986,January,9
19860110,1986,January,10
19860113,1986,January,13
19860114,1986,January,14
19860115,1986,January,15
19860116,1986,January,16
19860117,1986,January,17
19860120,1986,January,20
19860121,1986,January,21
19860122,1986,January,22
19860123,1986,January,23
19860124,1986,January,24
19860127,1986,January,27
19860128,1986,January,28
19860129,1986,January,29
19860130,1986,January,30
19860131,1986,January,31
19860203,1986,February,3
19860204,1986,February,4
19860205,1986,February,5
19860206,1986,February,6
19860207,1986,February,7
19860210,1986,February,10
19860211,1986,February,11
19860212,1986,February,12
19860213,1986,February,13
19860214,1986,February,14
19860218,1986,February,18
19860219,1986,February,19
19860220,1986,February,20
19860221,1986,February,21
19860224,1986,February,24
19860225,1986,February,25
19860226,1986,February,26
